
codice_cliente,value_segment,life_stage,num_products,engagement_level,strategic_segment,nba_recommendation,urgency_tier,cluster,num_claims,total_claim_amount,num_complaints,num_interactions,conversion_rate,casa_owned,salute_owned,investimento_owned,pip_owned
20325,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20326,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20327,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20328,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20329,Entry-Retail,Young Professional,1,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20330,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20331,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20332,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20333,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20334,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20335,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20336,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20337,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20338,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20339,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20340,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20341,Entry-Retail,Young Professional,1,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20342,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20343,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20344,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20345,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20346,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20347,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20348,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20349,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20350,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20351,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20352,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20353,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20354,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20355,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20356,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20357,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20358,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20359,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20360,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20361,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20362,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20363,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20364,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20365,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20366,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20367,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20368,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20369,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20370,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20371,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20372,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20373,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20374,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20375,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20376,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20377,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20378,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20379,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20380,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20381,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20382,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20383,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20384,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20385,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20386,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20387,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20388,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20389,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20390,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20391,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20392,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20393,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20394,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20395,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20396,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20397,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20398,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20399,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20400,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20401,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20402,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20403,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20404,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20405,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20406,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20407,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20408,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20409,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20410,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20411,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20412,Entry-Retail,Young Professional,1,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20413,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20414,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20415,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20416,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20417,Entry-Retail,Young Professional,1,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20418,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20419,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20420,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20421,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20422,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20423,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20424,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20425,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20426,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20427,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20428,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20429,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20430,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20431,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20432,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20433,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20434,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20435,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20436,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20437,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20438,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20439,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20440,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20441,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20442,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20443,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20444,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20445,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20446,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20447,Entry-Retail,Young Professional,1,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20448,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20449,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20450,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20451,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20452,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20453,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20454,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20455,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20456,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20457,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20458,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20459,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20460,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20461,Entry-Retail,Young Professional,1,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20462,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20463,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20464,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20465,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20466,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20467,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20468,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20469,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20470,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20471,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20472,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20473,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20474,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20475,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20476,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20477,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20478,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20479,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20480,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20481,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20482,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20483,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20484,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20485,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20486,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20487,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20488,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20489,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20490,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20491,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20492,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20493,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20494,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20495,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20496,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20497,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20498,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20499,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20500,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20501,Entry-Retail,Retired,1,At-Risk,Entry-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20502,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
20503,Entry-Retail,Pre-Retirement,1,At-Risk,Entry-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
